complex_id	complex_name	protein_id
DECOY_3284	DECOY_SMN complex (GEMIN5,2,3,4, SMN)	Q96JP5
DECOY_3284	DECOY_SMN complex (GEMIN5,2,3,4, SMN)	Q09028
DECOY_3284	DECOY_SMN complex (GEMIN5,2,3,4, SMN)	P03372
DECOY_3296	DECOY_SMN complex (GEMIN5,4,3), SMN-independent intermediate	P83436
DECOY_3296	DECOY_SMN complex (GEMIN5,4,3), SMN-independent intermediate	P05106
DECOY_3296	DECOY_SMN complex (GEMIN5,4,3), SMN-independent intermediate	O75306
DECOY_3297	DECOY_SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	P13010
DECOY_3297	DECOY_SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	Q9UQL6
DECOY_3297	DECOY_SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate	Q8TAQ2
DECOY_3298	DECOY_SMN complex (GEMIN2,5, SMN)	O96019
DECOY_3298	DECOY_SMN complex (GEMIN2,5, SMN)	P08962
DECOY_3298	DECOY_SMN complex (GEMIN2,5, SMN)	O95257
DECOY_33	DECOY_Prefoldin	Q9HCX4
DECOY_33	DECOY_Prefoldin	Q9H840
DECOY_33	DECOY_Prefoldin	O75367
DECOY_33	DECOY_Prefoldin	O60885
DECOY_33	DECOY_Prefoldin	Q92769
DECOY_33	DECOY_Prefoldin	P27540
DECOY_330	DECOY_PSF-p54(nrb) complex	P24928
DECOY_330	DECOY_PSF-p54(nrb) complex	P17813
DECOY_331	DECOY_MRN complex (MRE11-RAD50-NBN complex)	P52179
DECOY_331	DECOY_MRN complex (MRE11-RAD50-NBN complex)	O60671
DECOY_331	DECOY_MRN complex (MRE11-RAD50-NBN complex)	Q9Y4A5
DECOY_3335	DECOY_Homotetrameric complex NIAP	Q8IWX8
DECOY_335	DECOY_p54(nrb)-PSF-matrin3 complex	Q9NVC6
DECOY_335	DECOY_p54(nrb)-PSF-matrin3 complex	P26992
DECOY_335	DECOY_p54(nrb)-PSF-matrin3 complex	Q9NV56
DECOY_336	DECOY_DNA ligase IV-XRCC4-AHNK complex	P12643
DECOY_336	DECOY_DNA ligase IV-XRCC4-AHNK complex	Q13094
DECOY_336	DECOY_DNA ligase IV-XRCC4-AHNK complex	P32780
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O75077
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q9UKT7
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q9UKT7
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O75586
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q15022
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O14893
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P62753
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q12824
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q96RU7
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q12996
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P62136
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P78527
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O60885
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P60880
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q09028
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q07021
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q9GZX5
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P50750
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q9UKX5
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q16576
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q13617
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q92830
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O75822
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q15393
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q9NTI5
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q00653
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	P16220
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	O60216
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q86V81
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q96DI7
DECOY_338	DECOY_40S ribosomal subunit, cytoplasmic	Q8TEQ6
DECOY_343	DECOY_Sarcoglycan-sarcospan complex SG-SPN	Q15054
DECOY_343	DECOY_Sarcoglycan-sarcospan complex SG-SPN	Q9H1A4
DECOY_343	DECOY_Sarcoglycan-sarcospan complex SG-SPN	Q13547
DECOY_343	DECOY_Sarcoglycan-sarcospan complex SG-SPN	O14543
DECOY_343	DECOY_Sarcoglycan-sarcospan complex SG-SPN	Q9NXR8
DECOY_344	DECOY_DNA ligase IV-XRCC4 complex (LX complex)	P62995
DECOY_344	DECOY_DNA ligase IV-XRCC4 complex (LX complex)	O15239
DECOY_345	DECOY_DNA ligase IV-XRCC4 complex (LX complex)	Q9UKL0
DECOY_345	DECOY_DNA ligase IV-XRCC4 complex (LX complex)	P23763
DECOY_3492	DECOY_Bax homooligomeric complex, after apoptotic stimulation	P33151
DECOY_350	DECOY_DNA ligase IV-XRCC4-PNK complex	Q9Y4K3
DECOY_350	DECOY_DNA ligase IV-XRCC4-PNK complex	Q96T60
DECOY_350	DECOY_DNA ligase IV-XRCC4-PNK complex	P24863
DECOY_351	DECOY_Spliceosome	Q08999
DECOY_351	DECOY_Spliceosome	P10275
DECOY_351	DECOY_Spliceosome	P68036
DECOY_351	DECOY_Spliceosome	Q8TAQ2
DECOY_351	DECOY_Spliceosome	Q96S59
DECOY_351	DECOY_Spliceosome	O75943
DECOY_351	DECOY_Spliceosome	Q9H4A3
DECOY_351	DECOY_Spliceosome	O14920
DECOY_351	DECOY_Spliceosome	O60934
DECOY_351	DECOY_Spliceosome	Q9UIG0
DECOY_351	DECOY_Spliceosome	Q9UBK5
DECOY_351	DECOY_Spliceosome	Q96S59
DECOY_351	DECOY_Spliceosome	Q14160
DECOY_351	DECOY_Spliceosome	O95807
DECOY_351	DECOY_Spliceosome	Q92922
DECOY_351	DECOY_Spliceosome	Q02539
DECOY_351	DECOY_Spliceosome	O95402
DECOY_351	DECOY_Spliceosome	O14744
DECOY_351	DECOY_Spliceosome	P40938
DECOY_351	DECOY_Spliceosome	Q9BYD3
DECOY_351	DECOY_Spliceosome	P84243
DECOY_351	DECOY_Spliceosome	P11831
DECOY_351	DECOY_Spliceosome	Q08722
DECOY_351	DECOY_Spliceosome	O60264
DECOY_351	DECOY_Spliceosome	Q99570
DECOY_351	DECOY_Spliceosome	Q14839
DECOY_351	DECOY_Spliceosome	Q9H0E3
DECOY_351	DECOY_Spliceosome	Q00597
DECOY_351	DECOY_Spliceosome	Q9HD33
DECOY_351	DECOY_Spliceosome	Q92925
DECOY_351	DECOY_Spliceosome	Q96GM5
DECOY_351	DECOY_Spliceosome	O60934
DECOY_351	DECOY_Spliceosome	P15692
DECOY_351	DECOY_Spliceosome	P18074
DECOY_351	DECOY_Spliceosome	P62847
DECOY_351	DECOY_Spliceosome	P52948
DECOY_351	DECOY_Spliceosome	Q15542
DECOY_351	DECOY_Spliceosome	Q05655
DECOY_351	DECOY_Spliceosome	O60216
DECOY_351	DECOY_Spliceosome	P62314
DECOY_351	DECOY_Spliceosome	Q96JB2
DECOY_351	DECOY_Spliceosome	Q92922
DECOY_351	DECOY_Spliceosome	Q9NQS7
DECOY_351	DECOY_Spliceosome	Q16531
DECOY_351	DECOY_Spliceosome	P62877
DECOY_351	DECOY_Spliceosome	P46776
DECOY_351	DECOY_Spliceosome	P12956
DECOY_351	DECOY_Spliceosome	Q6IA86
DECOY_351	DECOY_Spliceosome	Q6P1X5
DECOY_351	DECOY_Spliceosome	Q9Y4A5
DECOY_351	DECOY_Spliceosome	Q5TD97
DECOY_351	DECOY_Spliceosome	P09874
DECOY_351	DECOY_Spliceosome	P61964
DECOY_351	DECOY_Spliceosome	Q9UNS2
DECOY_351	DECOY_Spliceosome	P46531
DECOY_351	DECOY_Spliceosome	Q14773
DECOY_351	DECOY_Spliceosome	Q9P0W2
DECOY_351	DECOY_Spliceosome	P26358
DECOY_351	DECOY_Spliceosome	Q92878
DECOY_351	DECOY_Spliceosome	Q9BVC3
DECOY_351	DECOY_Spliceosome	Q96ST3
DECOY_351	DECOY_Spliceosome	Q13485
DECOY_351	DECOY_Spliceosome	Q96ST3
DECOY_351	DECOY_Spliceosome	Q14186
DECOY_351	DECOY_Spliceosome	Q6QNY1
DECOY_351	DECOY_Spliceosome	Q16637
DECOY_351	DECOY_Spliceosome	Q71SY5
DECOY_351	DECOY_Spliceosome	P20700
DECOY_351	DECOY_Spliceosome	O95777
DECOY_351	DECOY_Spliceosome	Q9NUG6
DECOY_351	DECOY_Spliceosome	Q8WXD5
DECOY_351	DECOY_Spliceosome	P63027
DECOY_351	DECOY_Spliceosome	P78527
DECOY_351	DECOY_Spliceosome	P67870
DECOY_351	DECOY_Spliceosome	P06748
DECOY_351	DECOY_Spliceosome	P49959
DECOY_351	DECOY_Spliceosome	Q13547
DECOY_351	DECOY_Spliceosome	Q99996
DECOY_351	DECOY_Spliceosome	Q96ST3
DECOY_351	DECOY_Spliceosome	Q8TAQ2
DECOY_351	DECOY_Spliceosome	P63272
DECOY_351	DECOY_Spliceosome	Q96QK1
DECOY_351	DECOY_Spliceosome	Q9NRR4
DECOY_351	DECOY_Spliceosome	P51587
DECOY_351	DECOY_Spliceosome	Q96ST3
DECOY_351	DECOY_Spliceosome	Q15797
DECOY_351	DECOY_Spliceosome	P07948
DECOY_351	DECOY_Spliceosome	P40692
DECOY_351	DECOY_Spliceosome	O95999
DECOY_351	DECOY_Spliceosome	P51532
DECOY_351	DECOY_Spliceosome	Q13797
DECOY_351	DECOY_Spliceosome	Q16576
DECOY_351	DECOY_Spliceosome	Q9GZX9
DECOY_351	DECOY_Spliceosome	P62273
DECOY_351	DECOY_Spliceosome	P62136
DECOY_351	DECOY_Spliceosome	P35249
DECOY_351	DECOY_Spliceosome	O75712
DECOY_351	DECOY_Spliceosome	P62847
DECOY_351	DECOY_Spliceosome	Q9GZS3
DECOY_351	DECOY_Spliceosome	Q16531
DECOY_351	DECOY_Spliceosome	Q15024
DECOY_351	DECOY_Spliceosome	Q9ULK4
DECOY_351	DECOY_Spliceosome	P05106
DECOY_351	DECOY_Spliceosome	P43246
DECOY_351	DECOY_Spliceosome	P05106
DECOY_351	DECOY_Spliceosome	P15927
DECOY_351	DECOY_Spliceosome	O94887
DECOY_351	DECOY_Spliceosome	O94776
DECOY_351	DECOY_Spliceosome	Q00597
DECOY_351	DECOY_Spliceosome	P12111
DECOY_351	DECOY_Spliceosome	P07550
DECOY_351	DECOY_Spliceosome	P48556
DECOY_351	DECOY_Spliceosome	Q9HB96
DECOY_351	DECOY_Spliceosome	Q9UIG0
DECOY_351	DECOY_Spliceosome	P55345
DECOY_351	DECOY_Spliceosome	Q92620
DECOY_351	DECOY_Spliceosome	P47755
DECOY_351	DECOY_Spliceosome	P35249
DECOY_351	DECOY_Spliceosome	Q92769
DECOY_351	DECOY_Spliceosome	Q08499
DECOY_351	DECOY_Spliceosome	P55771
DECOY_351	DECOY_Spliceosome	Q12906
DECOY_351	DECOY_Spliceosome	Q16594
DECOY_351	DECOY_Spliceosome	P18615
DECOY_351	DECOY_Spliceosome	Q12824
DECOY_351	DECOY_Spliceosome	O60563
DECOY_351	DECOY_Spliceosome	P62906
DECOY_351	DECOY_Spliceosome	Q08209
DECOY_351	DECOY_Spliceosome	Q9H2X6
DECOY_351	DECOY_Spliceosome	Q9UDY8
DECOY_351	DECOY_Spliceosome	O75486
DECOY_351	DECOY_Spliceosome	P54274
DECOY_351	DECOY_Spliceosome	Q9HAV0
DECOY_351	DECOY_Spliceosome	P46531
DECOY_351	DECOY_Spliceosome	Q03188
DECOY_351	DECOY_Spliceosome	P21796
DECOY_351	DECOY_Spliceosome	P12830
DECOY_351	DECOY_Spliceosome	P20226
DECOY_351	DECOY_Spliceosome	Q13330
DECOY_351	DECOY_Spliceosome	Q5TKA1
DECOY_351	DECOY_Spliceosome	Q02750
DECOY_351	DECOY_Spliceosome	Q16594
DECOY_351	DECOY_Spliceosome	P35226
DECOY_352	DECOY_DNA ligase IV-XRCC4 complex	Q00534
DECOY_352	DECOY_DNA ligase IV-XRCC4 complex	Q9H9E3
DECOY_3522	DECOY_COG complex	P19387
DECOY_3522	DECOY_COG complex	P62318
DECOY_3522	DECOY_COG complex	O96019
DECOY_3522	DECOY_COG complex	Q12830
DECOY_3522	DECOY_COG complex	O00161
DECOY_3522	DECOY_COG complex	P83731
DECOY_3522	DECOY_COG complex	P17612
DECOY_3522	DECOY_COG complex	P42345
DECOY_3525	DECOY_Tetrameric COG subcomplex	P19838
DECOY_3525	DECOY_Tetrameric COG subcomplex	Q03431
DECOY_3525	DECOY_Tetrameric COG subcomplex	Q9BVC4
DECOY_3525	DECOY_Tetrameric COG subcomplex	O75251
DECOY_3529	DECOY_Ternary COG subcomplex	Q12962
DECOY_3529	DECOY_Ternary COG subcomplex	P63261
DECOY_3529	DECOY_Ternary COG subcomplex	Q96AJ9
DECOY_353	DECOY_DNA ligase IV-condensin complex	P08047
DECOY_353	DECOY_DNA ligase IV-condensin complex	O15027
DECOY_353	DECOY_DNA ligase IV-condensin complex	P49005
DECOY_3530	DECOY_Binary COG subcomplex	Q00341
DECOY_3530	DECOY_Binary COG subcomplex	O43747
DECOY_3532	DECOY_COG1-COG8 subcomplex	Q15370
DECOY_3532	DECOY_COG1-COG8 subcomplex	Q92900
DECOY_354	DECOY_DNA ligase IV-XRCC4 complex	O60885
DECOY_354	DECOY_DNA ligase IV-XRCC4 complex	Q13158
DECOY_3544	DECOY_COG2-COG3-COG4 subcomplex	Q9HB96
DECOY_3544	DECOY_COG2-COG3-COG4 subcomplex	Q92922
DECOY_3544	DECOY_COG2-COG3-COG4 subcomplex	P46736
DECOY_3545	DECOY_COG5-COG6-COG7 subcomplex	P01589
DECOY_3545	DECOY_COG5-COG6-COG7 subcomplex	Q9NPJ6
DECOY_3545	DECOY_COG5-COG6-COG7 subcomplex	O00116
DECOY_355	DECOY_DNA-PK-Ku antigen complex	Q92878
DECOY_355	DECOY_DNA-PK-Ku antigen complex	Q12824
DECOY_355	DECOY_DNA-PK-Ku antigen complex	Q9UBK5
DECOY_3551	DECOY_COG1-COG8-COG2-COG3-COG4 subcomplex	Q93074
DECOY_3551	DECOY_COG1-COG8-COG2-COG3-COG4 subcomplex	Q96GD4
DECOY_3551	DECOY_COG1-COG8-COG2-COG3-COG4 subcomplex	Q15836
DECOY_3551	DECOY_COG1-COG8-COG2-COG3-COG4 subcomplex	Q8WUW1
DECOY_3551	DECOY_COG1-COG8-COG2-COG3-COG4 subcomplex	P62312
DECOY_3552	DECOY_COG1-COG8-COG5-COG6-COG7 subcomplex	Q96RN5
DECOY_3552	DECOY_COG1-COG8-COG5-COG6-COG7 subcomplex	Q09028
DECOY_3552	DECOY_COG1-COG8-COG5-COG6-COG7 subcomplex	O15315
DECOY_3552	DECOY_COG1-COG8-COG5-COG6-COG7 subcomplex	Q13503
DECOY_3552	DECOY_COG1-COG8-COG5-COG6-COG7 subcomplex	P62899
DECOY_3556	DECOY_COG complex	P51532
DECOY_3556	DECOY_COG complex	P62316
DECOY_3556	DECOY_COG complex	P09884
DECOY_3556	DECOY_COG complex	P10451
DECOY_3556	DECOY_COG complex	Q9HBM6
DECOY_3556	DECOY_COG complex	Q13616
DECOY_3556	DECOY_COG complex	O75251
DECOY_3556	DECOY_COG complex	Q9NQ50
DECOY_356	DECOY_DNA-PK-Ku antigen complex	O60315
DECOY_356	DECOY_DNA-PK-Ku antigen complex	O14744
DECOY_356	DECOY_DNA-PK-Ku antigen complex	Q96ST3
DECOY_357	DECOY_DNA-PK-Ku antigen complex	Q9Y6K9
DECOY_357	DECOY_DNA-PK-Ku antigen complex	Q14008
DECOY_357	DECOY_DNA-PK-Ku antigen complex	O96019
DECOY_359	DECOY_DNA ligase IV-XRCC4-XLF complex	Q9H9B1
DECOY_359	DECOY_DNA ligase IV-XRCC4-XLF complex	P52948
DECOY_359	DECOY_DNA ligase IV-XRCC4-XLF complex	Q9NZE8
DECOY_36	DECOY_AP1 adaptor complex	Q92878
DECOY_36	DECOY_AP1 adaptor complex	P68431
DECOY_36	DECOY_AP1 adaptor complex	P01009
DECOY_36	DECOY_AP1 adaptor complex	Q13485
DECOY_36	DECOY_AP1 adaptor complex	P15170
DECOY_36	DECOY_AP1 adaptor complex	P49336
DECOY_36	DECOY_AP1 adaptor complex	Q8NFD5
DECOY_36	DECOY_AP1 adaptor complex	P08238
DECOY_360	DECOY_Artemis-DNA-PK complex	P62753
DECOY_360	DECOY_Artemis-DNA-PK complex	O43809
DECOY_361	DECOY_Artemis-DNA-PK complex	P51608
DECOY_361	DECOY_Artemis-DNA-PK complex	P62310
DECOY_3618	DECOY_GammaH2AFX-NDHII-Ku70-DNA complex	Q13287
DECOY_3618	DECOY_GammaH2AFX-NDHII-Ku70-DNA complex	P35269
DECOY_3618	DECOY_GammaH2AFX-NDHII-Ku70-DNA complex	Q92769
DECOY_362	DECOY_DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	Q96BI3
DECOY_362	DECOY_DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P62308
DECOY_362	DECOY_DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P28676
DECOY_362	DECOY_DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P62316
DECOY_363	DECOY_DNA ligase III-XRCC1 complex	Q15024
DECOY_363	DECOY_DNA ligase III-XRCC1 complex	P62318
DECOY_3634	DECOY_NR3C2-UBC9-SRC-1 complex	P51948
DECOY_3634	DECOY_NR3C2-UBC9-SRC-1 complex	Q13503
DECOY_3634	DECOY_NR3C2-UBC9-SRC-1 complex	Q13363
DECOY_365	DECOY_DNA ligase III-XRCC1 complex	Q16795
DECOY_365	DECOY_DNA ligase III-XRCC1 complex	Q92922
DECOY_3677	DECOY_RIN1-STAM2-HRS complex	Q13547
DECOY_3677	DECOY_RIN1-STAM2-HRS complex	P49916
DECOY_3677	DECOY_RIN1-STAM2-HRS complex	O95402
DECOY_3678	DECOY_RIN1-STAM2-EGFR complex, EGF stimulated	O96019
DECOY_3678	DECOY_RIN1-STAM2-EGFR complex, EGF stimulated	P25789
DECOY_3678	DECOY_RIN1-STAM2-EGFR complex, EGF stimulated	O15392
DECOY_368	DECOY_ERCC1-ERCC4-MSH2 complex	Q9P2X0
DECOY_368	DECOY_ERCC1-ERCC4-MSH2 complex	P25963
DECOY_368	DECOY_ERCC1-ERCC4-MSH2 complex	O60244
DECOY_369	DECOY_MSH2-MSH6-PMS2-MLH1 complex	Q13480
DECOY_369	DECOY_MSH2-MSH6-PMS2-MLH1 complex	P43004
DECOY_369	DECOY_MSH2-MSH6-PMS2-MLH1 complex	Q969H6
DECOY_369	DECOY_MSH2-MSH6-PMS2-MLH1 complex	P25788
DECOY_370	DECOY_MSH2-MSH6-PMS1-MLH1 complex	P17844
DECOY_370	DECOY_MSH2-MSH6-PMS1-MLH1 complex	Q96DV4
DECOY_370	DECOY_MSH2-MSH6-PMS1-MLH1 complex	Q01201
DECOY_370	DECOY_MSH2-MSH6-PMS1-MLH1 complex	Q9BRD0
DECOY_3710	DECOY_CHL2-BMP2 complex	P56545
DECOY_3710	DECOY_CHL2-BMP2 complex	P68400
DECOY_3711	DECOY_CHL2-BMP2-TSG complex	P63208
DECOY_3711	DECOY_CHL2-BMP2-TSG complex	P38936
DECOY_3711	DECOY_CHL2-BMP2-TSG complex	Q13838
DECOY_3714	DECOY_Pericentrin-GCP complex	Q14155
DECOY_3714	DECOY_Pericentrin-GCP complex	Q99627
DECOY_3714	DECOY_Pericentrin-GCP complex	Q6NZY4
DECOY_3729	DECOY_SKI-SMAD2 hexameric complex	P52732
DECOY_3729	DECOY_SKI-SMAD2 hexameric complex	Q16514
DECOY_3733	DECOY_SKI-SMAD3 hexameric complex	Q9UJV9
DECOY_3733	DECOY_SKI-SMAD3 hexameric complex	P13569
DECOY_3739	DECOY_SKI-SMAD2-SMAD4  pentameric complex	O60921
DECOY_3739	DECOY_SKI-SMAD2-SMAD4  pentameric complex	O15111
DECOY_3739	DECOY_SKI-SMAD2-SMAD4  pentameric complex	O96019
DECOY_374	DECOY_MSH2-MSH6 complex	Q07666
DECOY_374	DECOY_MSH2-MSH6 complex	P09382
DECOY_3740	DECOY_SKI-SMAD3-SMAD4  pentameric complex	Q93074
DECOY_3740	DECOY_SKI-SMAD3-SMAD4  pentameric complex	P40227
DECOY_3740	DECOY_SKI-SMAD3-SMAD4  pentameric complex	P30050
DECOY_3749	DECOY_CREBBP-SMAD2 hexameric complex	P67870
DECOY_3749	DECOY_CREBBP-SMAD2 hexameric complex	Q9UK45
DECOY_375	DECOY_MSH2-MSH3 complex	P24941
DECOY_375	DECOY_MSH2-MSH3 complex	Q53TQ3
DECOY_3750	DECOY_CREBBP-SMAD3 hexameric complex	Q00403
DECOY_3750	DECOY_CREBBP-SMAD3 hexameric complex	Q93074
DECOY_3753	DECOY_CREBBP-SMAD2-SMAD4 pentameric complex	O96019
DECOY_3753	DECOY_CREBBP-SMAD2-SMAD4 pentameric complex	P40938
DECOY_3753	DECOY_CREBBP-SMAD2-SMAD4 pentameric complex	P35916
DECOY_3754	DECOY_CREBBP-SMAD3-SMAD4 pentameric complex	O15372
DECOY_3754	DECOY_CREBBP-SMAD3-SMAD4 pentameric complex	Q9BYD2
DECOY_3754	DECOY_CREBBP-SMAD3-SMAD4 pentameric complex	Q13547
DECOY_376	DECOY_PCNA-MutS-alpha-MutL-alpha-DNA complex	Q8WXI9
DECOY_376	DECOY_PCNA-MutS-alpha-MutL-alpha-DNA complex	O75528
DECOY_376	DECOY_PCNA-MutS-alpha-MutL-alpha-DNA complex	Q00839
DECOY_376	DECOY_PCNA-MutS-alpha-MutL-alpha-DNA complex	P51948
DECOY_376	DECOY_PCNA-MutS-alpha-MutL-alpha-DNA complex	P62136
DECOY_377	DECOY_PCNA-MutS-alpha-DNA initial complex	Q9UBT2
DECOY_377	DECOY_PCNA-MutS-alpha-DNA initial complex	Q15004
DECOY_377	DECOY_PCNA-MutS-alpha-DNA initial complex	P18887
DECOY_378	DECOY_MutS-beta complex	P24394
DECOY_378	DECOY_MutS-beta complex	P05112
DECOY_379	DECOY_MutL-alpha complex	P28370
DECOY_379	DECOY_MutL-alpha complex	O15234
DECOY_380	DECOY_MutL-beta complex	Q9NUP9
DECOY_380	DECOY_MutL-beta complex	P08238
DECOY_3828	DECOY_DRIP78-PHLP complex	Q99728
DECOY_3828	DECOY_DRIP78-PHLP complex	Q15796
DECOY_3830	DECOY_ADRB2 homodimer complex	O95402
DECOY_3847	DECOY_TCL1(trimer)-AKT1 complex	Q7L5N1
DECOY_3847	DECOY_TCL1(trimer)-AKT1 complex	Q08722
DECOY_3848	DECOY_TCL1(trimer)-AKT2 complex	P11388
DECOY_3848	DECOY_TCL1(trimer)-AKT2 complex	P19438
DECOY_3849	DECOY_TCL1(homotrimer) complex	Q9UJX5
DECOY_3853	DECOY_Rb-HDAC1 complex	P84022
DECOY_3853	DECOY_Rb-HDAC1 complex	P31785
DECOY_386	DECOY_Ubiquitin E3 ligase (UBADC1, RNF123)	P06734
DECOY_386	DECOY_Ubiquitin E3 ligase (UBADC1, RNF123)	Q13547
DECOY_387	DECOY_MCM complex	Q9UNE7
DECOY_387	DECOY_MCM complex	Q96GC5
DECOY_387	DECOY_MCM complex	Q96L91
DECOY_387	DECOY_MCM complex	P61313
DECOY_387	DECOY_MCM complex	Q969R5
DECOY_387	DECOY_MCM complex	O75446
DECOY_389	DECOY_ORC complex (origin recognition complex)	O15335
DECOY_389	DECOY_ORC complex (origin recognition complex)	Q8IUD2
DECOY_389	DECOY_ORC complex (origin recognition complex)	Q96I99
DECOY_389	DECOY_ORC complex (origin recognition complex)	P51787
DECOY_389	DECOY_ORC complex (origin recognition complex)	Q15796
DECOY_389	DECOY_ORC complex (origin recognition complex)	P28070
DECOY_390	DECOY_Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	P54278
DECOY_390	DECOY_Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	Q15329
DECOY_390	DECOY_Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	P62266
DECOY_3900	DECOY_GABP(gamma)1-E2F1-DP1 complex	P06239
DECOY_3900	DECOY_GABP(gamma)1-E2F1-DP1 complex	Q99627
DECOY_3900	DECOY_GABP(gamma)1-E2F1-DP1 complex	Q5S007
DECOY_391	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	P78527
DECOY_391	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	P83111
DECOY_391	DECOY_Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	Q9HCU8
DECOY_3917	DECOY_Ternary complex (GATA4, SRF, MYOCD)	Q04726
DECOY_3917	DECOY_Ternary complex (GATA4, SRF, MYOCD)	Q9UJX6
DECOY_3917	DECOY_Ternary complex (GATA4, SRF, MYOCD)	P38919
DECOY_393	DECOY_Succinyl-CoA synthetase, GDP-forming	Q96GM5
DECOY_393	DECOY_Succinyl-CoA synthetase, GDP-forming	Q92665
DECOY_394	DECOY_Succinyl-CoA synthetase, ADP-forming	P63027
DECOY_394	DECOY_Succinyl-CoA synthetase, ADP-forming	Q92769
DECOY_3941	DECOY_RCP-Rab11 complex	Q15648
DECOY_3941	DECOY_RCP-Rab11 complex	Q96EZ8
DECOY_3959	DECOY_SMAD3-SMAD4-cSKI, TGF(beta)-dependent	Q08945
DECOY_3959	DECOY_SMAD3-SMAD4-cSKI, TGF(beta)-dependent	O60934
DECOY_3959	DECOY_SMAD3-SMAD4-cSKI, TGF(beta)-dependent	Q13618
DECOY_3961	DECOY_SMAD3-cSKI-SIN3A-HDAC1 complex	O96019
DECOY_3961	DECOY_SMAD3-cSKI-SIN3A-HDAC1 complex	O15504
DECOY_3961	DECOY_SMAD3-cSKI-SIN3A-HDAC1 complex	P10415
DECOY_3961	DECOY_SMAD3-cSKI-SIN3A-HDAC1 complex	Q07864
DECOY_3972	DECOY_SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	Q00403
DECOY_3972	DECOY_SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	P24928
DECOY_3972	DECOY_SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	P35269
DECOY_3979	DECOY_mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	P62314
DECOY_3979	DECOY_mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	O15315
DECOY_3979	DECOY_mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	P29460
DECOY_3979	DECOY_mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	Q96EE3
DECOY_3980	DECOY_mTOR-RAPTOR complex	Q8TAQ2
DECOY_3980	DECOY_mTOR-RAPTOR complex	O00764
DECOY_3980	DECOY_mTOR-RAPTOR complex	Q16576
DECOY_3988	DECOY_ClpP complex, heptameric	P10415
DECOY_3991	DECOY_ClpX complex, hexameric	P30530
DECOY_3992	DECOY_ClpXP complex	P62888
DECOY_3992	DECOY_ClpXP complex	P35580
DECOY_4	DECOY_Multisubunit ACTR coactivator complex	Q9BQ95
